key,english,before,after,reason
app.agentUi.agentDetail.assignThisAgentToAnActiveManagerrootOrExplicitly,"Assign this agent to an active manager/root, or explicitly pause or terminate the affected agent/subtree.",请将此 Agent 分配给一个活跃的上级/根节点，或明确暂停或终止受影响的 Agent/子树。,请将此智能体分配给一个活跃的上级或根节点，或明确暂停或终止受影响的智能体或子树。,agent-skill-display;contextual-correction
app.agentUi.agentDetail.builtinAgent,Built-in agent,内置 Agent,内置智能体,agent-skill-display
app.agentUi.agentDetail.thisAgentIsPendingBoardApprovalAndCannotBe,This agent is pending board approval and cannot be invoked yet.,此 Agent 正在等待 Board 审批，暂时无法调用。,此智能体正在等待 Board 审批，暂时无法调用。,agent-skill-display
app.agentUi.agentDetail.approveAgent,Approve agent,同意启用 Agent,同意启用智能体,agent-skill-display
app.agentUi.agentDetail.agentSaved,Agent saved,Agent 已保存,智能体已保存,agent-skill-display
app.agentUi.agentDetail.couldNotSaveAgent,Could not save agent,无法保存 Agent,无法保存智能体,agent-skill-display
app.agentUi.agentDetail.enabledAutomaticallyForCEOAgents,Enabled automatically for CEO agents.,CEO Agent 自动启用。,CEO 智能体自动启用。,agent-skill-display
app.agentUi.agentDetail.enabledAutomaticallyWhileThisAgentCanCreateNewAgents,Enabled automatically while this agent can create new agents.,此 Agent 可创建新 Agent 时自动启用。,此智能体可创建新智能体时自动启用。,agent-skill-display
app.agentUi.agentDetail.canCreateNewAgents,Can create new agents,可创建新 Agent,可创建新智能体,agent-skill-display
app.agentUi.agentDetail.letsThisAgentCreateOrHireAgentsThisAlso,Lets this agent create or hire agents. This also grants task assignment authority.,允许此 Agent 创建或招聘 Agent，同时授予任务分配权限。,允许此智能体创建或招聘智能体，同时授予任务分配权限。,agent-skill-display
app.agentUi.agentDetail.canCreateimportSkills,Can create/import skills,可创建/导入 Skill,可创建/导入技能,agent-skill-display
app.agentUi.agentDetail.letsThisAgentInstallImportCreateAndScanCompany,"Lets this agent install, import, create, and scan company skills without creating agents.",允许此 Agent 安装、导入、创建和扫描组织 Skill，无需授予创建 Agent 的权限。,允许此智能体安装、导入、创建和扫描组织技能，无需授予创建智能体的权限。,agent-skill-display
app.agentUi.agentDetail.theMainFileTheAgentReadsFirstWhenLoading,The main file the agent reads first when loading instructions. Defaults to AGENTS.md.,Agent 加载指令时首先读取的主文件，默认为 AGENTS.md。,智能体加载指令时首先读取的主文件，默认为 AGENTS.md。,agent-skill-display
app.agentUi.agentDetail.aPIKeysAllowThisAgentToAuthenticateCallsTo,API keys allow this agent to authenticate calls to the Paperclip server.,API 密钥用于此 Agent 在调用 Paperclip 服务器时进行身份验证。,API 密钥用于此智能体在调用 Paperclip 服务器时进行身份验证。,agent-skill-display
app.agentUi.agentDetail.discardChanges,Discard unsaved agent configuration changes?,放弃未保存的 Agent 配置更改？,放弃未保存的智能体配置更改？,agent-skill-display
app.agentUi.agentDetail.pausedFeatureNotice,"{{feature}} depends on this agent. While paused, {{lowerFeature}} generation is skipped and the {{feature}} page shows a warning.",{{feature}} 依赖此 Agent。暂停期间将跳过 {{lowerFeature}} 的生成，并在 {{feature}} 页面显示警告。,{{feature}} 依赖此智能体。暂停期间将跳过 {{lowerFeature}} 的生成，并在 {{feature}} 页面显示警告。,agent-skill-display
app.agentUi.agentDetail.builtinFeatureNotice,"Ships with Paperclip and powers <feature>{{feature}}</feature>. Configure it like any agent — model, instructions, budget. It can be paused but not deleted; pausing it pauses {{feature}}.",随 Paperclip 提供，用于支持 <feature>{{feature}}</feature>。可以像其他 Agent 一样配置模型、指令和预算。可以暂停，但不能删除；暂停它也会暂停 {{feature}}。,随 Paperclip 提供，用于支持 <feature>{{feature}}</feature>。可以像其他智能体一样配置模型、指令和预算。可以暂停，但不能删除；暂停它也会暂停 {{feature}}。,agent-skill-display
app.agentUi.agents.agents,Agents,Agent,智能体,agent-skill-display
app.agentUi.agents.selectACompanyToViewAgents,Select a company to view agents.,选择组织以查看 Agent。,选择组织以查看智能体。,agent-skill-display
app.agentUi.agents.newAgent,New Agent,新建 Agent,新建智能体,agent-skill-display
app.agentUi.agents.createYourFirstAgentToGetStarted,Create your first agent to get started.,创建你的第一个 Agent 以开始使用。,创建你的第一个智能体以开始使用。,agent-skill-display
app.agentUi.agents.noAgentsMatchTheSelectedStatus,No agents match the selected status.,没有符合所选状态的 Agent。,没有符合所选状态的智能体。,agent-skill-display
app.agentUi.agents.oneAgent,{{count}} agent,{{count}} 个 Agent,{{count}} 个智能体,agent-skill-display
app.agentUi.agents.manyAgents,{{count}} agents,{{count}} 个 Agent,{{count}} 个智能体,agent-skill-display
app.agentUi.agentDetailNavigation.agent,Agent,Agent,智能体,agent-skill-display
app.agentUi.agentDetailNavigation.skills,Skills,Skill,技能,agent-skill-display
app.agentUi.adapterDisplayRegistry.managedRemoteCursorAgent,Managed remote Cursor agent,托管的远程 Cursor Agent,托管的远程 Cursor 智能体,agent-skill-display
app.agentUi.adapterDisplayRegistry.inviteExternalAgentsFromTheAddAgent,Invite external agents from the add-agent modal,从添加 Agent 对话框邀请外部 Agent,从添加智能体对话框邀请外部智能体,agent-skill-display
app.agentUi.configFields.absolutePathToAMarkdownFileE,Absolute path to a markdown file (e.g. AGENTS.md) that defines this agent's behavior. Injected into the system prompt at runtime.,定义此 Agent 行为的 Markdown 文件（如 AGENTS.md）的绝对路径。运行时注入系统提示词。,定义此智能体行为的 Markdown 文件（如 AGENTS.md）的绝对路径。运行时注入系统提示词。,agent-skill-display
app.agentUi.configFields.agentInstructionsFile,Agent instructions file,Agent 指令文件,智能体指令文件,agent-skill-display
app.agentUi.configFields.fallbackIfTheAcpAgentAsksFor,Fallback if the ACP agent asks for input outside an interactive session.,ACP Agent 在交互会话之外请求输入时的回退策略。,ACP 智能体在交互会话之外请求输入时的回退策略。,agent-skill-display
app.agentUi.configFields.optionalAcpSessionStateDirectoryDefaultsTo,Optional ACP session state directory. Defaults to Paperclip-managed organization/agent scoped storage.,可选的 ACP 会话状态目录。默认使用 Paperclip 管理的组织/Agent 范围存储。,可选的 ACP 会话状态目录。默认使用 Paperclip 按组织和智能体划分的存储。,contextual-correction
app.agentUi.configFields.absolutePathToAMarkdownFileE2,Absolute path to a markdown file (e.g. AGENTS.md) that defines this agent's behavior. Injected into the system prompt at runtime. Note: Codex may still auto-apply repo-scoped AGENTS.md files from the workspace.,定义此 Agent 行为的 Markdown 文件（如 AGENTS.md）的绝对路径。运行时注入系统提示词。注意：Codex 仍可能自动应用工作区中仓库范围的 AGENTS.md 文件。,定义此智能体行为的 Markdown 文件（如 AGENTS.md）的绝对路径。运行时注入系统提示词。注意：Codex 仍可能自动应用工作区中仓库范围的 AGENTS.md 文件。,agent-skill-display
app.agentUi.configFields.managedAgentProfile,Managed Agent profile,托管 Agent 配置档,托管智能体配置档,agent-skill-display
app.agentUi.configFields.companyScopedQualifiedProfileIdOrKey,"Company-scoped qualified profile ID or key. Remote resource identity is loaded from the stored profile, not this agent config.",组织范围内已验证的配置档 ID 或键。远程资源标识从已保存的配置档加载，而非此 Agent 配置。,组织范围内已验证的配置档 ID 或键。远程资源标识从已保存的配置档加载，而非此智能体配置。,agent-skill-display
app.agentUi.configFields.optionalPerAgentHardCeilingLeave1,Optional per-agent hard ceiling. Leave 1.00 to use a conservative default.,可选的每个 Agent 的硬性上限。保留 1.00 可使用保守的默认值。,可选的每个智能体的硬性上限。保留 1.00 可使用保守的默认值。,agent-skill-display
app.agentUi.configFields.absolutePathToAMarkdownFileE3,Absolute path to a markdown file (e.g. AGENTS.md) that defines this agent's behavior. Injected into the prompt at runtime.,定义此 Agent 行为的 Markdown 文件（如 AGENTS.md）的绝对路径。运行时注入提示词。,定义此智能体行为的 Markdown 文件（如 AGENTS.md）的绝对路径。运行时注入提示词。,agent-skill-display
app.agentUi.configFields.absolutePathToAMarkdownFileE4,Absolute path to a markdown file (e.g. AGENTS.md) that defines this agent's behavior. Prepended to the Gemini prompt at runtime.,定义此 Agent 行为的 Markdown 文件（如 AGENTS.md）的绝对路径。运行时添加到 Gemini 提示词前。,定义此智能体行为的 Markdown 文件（如 AGENTS.md）的绝对路径。运行时添加到 Gemini 提示词前。,agent-skill-display
app.agentUi.configFields.absolutePathToAMarkdownFileE5,Absolute path to a markdown file (e.g. AGENTS.md) that defines this agent's behavior. Paperclip stages it into the Grok workspace as Agents.md when possible.,定义此 Agent 行为的 Markdown 文件（如 AGENTS.md）的绝对路径。Paperclip 会尽可能将其以 Agents.md 暂存到 Grok 工作区。,定义此智能体行为的 Markdown 文件（如 AGENTS.md）的绝对路径。Paperclip 会尽可能将其以 Agents.md 暂存到 Grok 工作区。,agent-skill-display
app.agentUi.configFields.agentScoped,Agent scoped,Agent 范围,智能体范围,agent-skill-display
app.agentUi.configFields.absolutePathToAMarkdownFileE6,Absolute path to a markdown file (e.g. AGENTS.md) that defines this agent's behavior. Prepended to the Kimi prompt at runtime.,定义此 Agent 行为的 Markdown 文件（如 AGENTS.md）的绝对路径。运行时添加到 Kimi 提示词前。,定义此智能体行为的 Markdown 文件（如 AGENTS.md）的绝对路径。运行时添加到 Kimi 提示词前。,agent-skill-display
app.agentUi.configFields.agentId,Agent ID,Agent ID,智能体 ID,agent-skill-display
app.agentUi.configFields.runnerPermissionDescriptions.acpx,Controls ACPX agent operations inside the assigned Paperclip environment.,控制指定 Paperclip 环境内的 ACPX Agent 操作。,控制指定 Paperclip 环境内的 ACPX 智能体操作。,agent-skill-display
app.agentUi.activeAgentsPanel.noRecentRuns,No recent agent runs.,暂无近期 Agent 运行。,暂无近期智能体运行。,agent-skill-display
